department_name,crew_code,employee_name,status,employee_num,role,seniority_date,supervisor_name,supervisor_num
Picking,DAY,Karlan Werndley,Active,30-3637481,Supervisor,09/19/2011,Sarette Thirst,58-8217497
Picking,DAY,Ophelia Ashworth,Active,56-7918342,Supervisor,03/28/2013,Sarette Thirst,58-8217497
Picking,DAY,Norma Lawrance,Active,00-4752422,Worker,04/27/2015,Karlan Werndley,30-3637481
Picking,DAY,Christye Poppy,Active,05-5665033,Worker,07/18/2007,Ophelia Ashworth,56-7918342
Picking,DAY,Garik Berriman,Active,13-9196101,Worker,07/29/2004,Gerianne O'Cannovane,12-0934564
Picking,DAY,Kelsi Beck,Active,14-4874304,Worker,07/26/2012,Gerianne O'Cannovane,12-0934564
Picking,DAY,Emma Berriman,Active,16-4412513,Worker,10/12/2005,Gerianne O'Cannovane,12-0934564
Picking,DAY,Brade Keri,Active,21-3458100,Worker,11/28/2012,Gerianne O'Cannovane,12-0934564
Picking,DAY,Leta Wallentin,Active,25-8395221,Worker,05/04/2016,Ophelia Ashworth,56-7918342
Picking,DAY,August Cutriss,Active,31-7334302,Worker,06/26/2009,Ophelia Ashworth,56-7918342
Picking,DAY,Minnaminnie Wildes,Active,32-8561126,Worker,01/25/2003,Gerianne O'Cannovane,12-0934564
Picking,DAY,Ewell Josefs,Active,33-6891871,Worker,09/03/2015,Gerianne O'Cannovane,12-0934564
Picking,DAY,Chancey Clack,Active,34-8381051,Worker,10/11/2011,Ophelia Ashworth,56-7918342
Picking,DAY,Felipe Walklot,Active,36-3063432,Worker,10/02/2010,Ophelia Ashworth,56-7918342
Picking,DAY,Claybourne Clint,Active,36-6340263,Worker,08/30/2004,Gerianne O'Cannovane,12-0934564
Picking,DAY,Nina Firebrace,Active,41-1007506,Worker,12/15/2008,Karlan Werndley,30-3637481
Picking,DAY,Leia Scowcroft,Active,46-4456812,Worker,06/03/2004,Karlan Werndley,30-3637481
Picking,DAY,Annabal Uphill,Active,46-9053003,Worker,11/08/2016,Karlan Werndley,30-3637481
Picking,DAY,Kathryn Ickovicz,Active,47-3747793,Worker,09/17/2006,Karlan Werndley,30-3637481
Picking,DAY,Marlin Tomankowski,Active,48-1438350,Worker,01/16/2015,Ophelia Ashworth,56-7918342
Picking,DAY,Jeremy Dumphrey,Active,53-3796803,Worker,09/17/2012,Karlan Werndley,30-3637481
Picking,DAY,Phillipe Oolahan,Active,55-7771503,Worker,08/12/2012,Gerianne O'Cannovane,12-0934564
Picking,DAY,Rois Kemsley,Active,56-9375221,Worker,10/08/2015,Ophelia Ashworth,56-7918342
Picking,DAY,Rozina Kempster,Active,57-1185643,Worker,10/11/2014,Gerianne O'Cannovane,12-0934564
Picking,DAY,Nan Gaspard,Active,66-2340138,Worker,10/02/2013,Gerianne O'Cannovane,12-0934564
Picking,DAY,Owen Llopis,Active,69-9397942,Worker,06/16/2011,Ophelia Ashworth,56-7918342
Picking,DAY,Ermina Warboy,Active,73-4183957,Worker,04/11/2010,Gerianne O'Cannovane,12-0934564
Picking,DAY,Mae Domican,Active,83-7059151,Worker,02/04/2010,Gerianne O'Cannovane,12-0934564
Picking,DAY,Putnem Iveson,Active,91-9873123,Worker,09/25/2012,Gerianne O'Cannovane,12-0934564
Picking,DAY,Engracia Tripett,Active,96-7775531,Worker,03/31/2008,Gerianne O'Cannovane,12-0934564
Picking,DAY,La verne Sillick,Active,96-9711964,Worker,12/31/2014,Gerianne O'Cannovane,12-0934564
Picking,DAY,Thorsten Boffin,Active,99-0632032,Worker,08/16/2007,Gerianne O'Cannovane,12-0934564
Picking,AFT,Priscilla Town,Active,75-8228064,Manager,07/17/2009,,
Picking,AFT,Sharyl Ellul,Active,25-6770141,Supervisor,04/01/2015,Priscilla Town,75-8228064
Picking,AFT,Lacy Nyland,Active,58-3583693,Supervisor,06/24/2006,Priscilla Town,75-8228064
Picking,AFT,Risa Matteucci,Active,99-6010736,Supervisor,02/06/2016,Priscilla Town,75-8228064
Picking,AFT,Andonis Kristufek,Active,01-7907075,Worker,01/05/2010,Sharyl Ellul,25-6770141
Picking,AFT,Joshuah Ower,Active,05-5036830,Worker,04/07/2015,Lacy Nyland,58-3583693
Picking,AFT,Kile Moffat,Active,06-0868973,Worker,09/20/2008,Risa Matteucci,99-6010736
Picking,AFT,Orren MacCrackan,Active,06-1873796,Worker,05/20/2009,Risa Matteucci,99-6010736
Picking,AFT,Olvan Kenzie,Active,08-1859783,Worker,02/25/2015,Lacy Nyland,58-3583693
Picking,AFT,Jone Sumner,Active,15-5785851,Worker,03/07/2006,Sharyl Ellul,25-6770141
Picking,AFT,Brooke Bowcock,Active,16-7261168,Worker,10/17/2006,Sharyl Ellul,25-6770141
Picking,AFT,Johannes Seymour,Active,17-0421716,Worker,10/12/2004,Lacy Nyland,58-3583693
Picking,AFT,Pippo Murthwaite,Active,18-7553088,Worker,05/29/2002,Sharyl Ellul,25-6770141
Picking,AFT,Kynthia Witcher,Active,19-6463626,Worker,07/19/2002,Risa Matteucci,99-6010736
Picking,AFT,Karlie Bridgwater,Active,24-7296398,Worker,05/22/2006,Sharyl Ellul,25-6770141
Picking,AFT,Nikolia Toderbrugge,Active,29-7802000,Worker,08/31/2013,Sharyl Ellul,25-6770141
Picking,AFT,Marlin Reggiani,Active,31-3114631,Worker,09/20/2005,Sharyl Ellul,25-6770141
Picking,AFT,Blondie Shemelt,Active,32-4234483,Worker,05/31/2006,Lacy Nyland,58-3583693
Picking,AFT,Opaline Burnett,Active,33-2970795,Worker,01/27/2015,Risa Matteucci,99-6010736
Picking,AFT,Peirce St. Louis,Active,37-4047648,Worker,11/29/2007,Lacy Nyland,58-3583693
Picking,AFT,Wendi Duplain,Active,49-0078250,Worker,01/05/2008,Lacy Nyland,58-3583693
Picking,AFT,Othelia Lashmar,Active,57-5095653,Worker,05/26/2011,Sharyl Ellul,25-6770141
Picking,AFT,Gregoire Rickman,Active,59-5006928,Worker,07/14/2015,Risa Matteucci,99-6010736
Picking,AFT,Dean Mardlin,Active,60-3828902,Worker,08/02/2012,Lacy Nyland,58-3583693
Picking,AFT,Cheslie Issakov,Active,63-3540108,Worker,03/15/2014,Lacy Nyland,58-3583693
Picking,AFT,Wilt Borchardt,Active,67-5173815,Worker,06/06/2007,Sharyl Ellul,25-6770141
Picking,AFT,Loni Blackie,Active,69-4848258,Worker,08/31/2013,Sharyl Ellul,25-6770141
Picking,AFT,Orren Fishley,Active,73-8321720,Worker,02/09/2015,Sharyl Ellul,25-6770141
Picking,AFT,Candi Sproson,Active,74-2080482,Worker,09/17/2010,Risa Matteucci,99-6010736
Picking,AFT,Nichole Cardis,Active,74-6542546,Worker,10/26/2008,Risa Matteucci,99-6010736
Picking,AFT,Lilyan Ledingham,Active,76-9166211,Worker,07/03/2015,Lacy Nyland,58-3583693
Picking,AFT,Ailis Itzik,Active,80-1798206,Worker,12/27/2007,Risa Matteucci,99-6010736
Picking,AFT,Sherie Figurski,Active,80-3181260,Worker,02/07/2014,Lacy Nyland,58-3583693
Picking,AFT,Trueman De Avenell,Active,81-8971532,Worker,04/15/2007,Sharyl Ellul,25-6770141
Picking,EVN,Thia Timewell,Active,69-6539779,Manager,01/17/2008,,
Picking,EVN,Shandeigh Polack,Active,31-9641505,Supervisor,06/24/2007,Thia Timewell,69-6539779
Picking,EVN,Whitney Henker,Active,79-2991762,Supervisor,11/24/2007,Thia Timewell,69-6539779
Picking,EVN,Leonard Douch,Active,84-3741699,Supervisor,10/25/2016,Thia Timewell,69-6539779
Picking,EVN,Nonna Ballsdon,Active,13-2577746,Worker,03/14/2010,Whitney Henker,79-2991762
Picking,EVN,Garnet Wavell,Active,18-2645136,Worker,12/05/2016,Whitney Henker,79-2991762
Picking,EVN,Charmaine Leythley,Active,22-3702413,Worker,10/08/2012,Shandeigh Polack,31-9641505
Picking,EVN,Saraann Harefoot,Active,22-7013367,Worker,06/18/2007,Shandeigh Polack,31-9641505
Picking,EVN,Vanessa Moysey,Active,23-8699437,Worker,02/17/2010,Shandeigh Polack,31-9641505
Picking,EVN,Betta Kolakowski,Active,24-7874148,Worker,10/04/2009,Shandeigh Polack,31-9641505
Picking,EVN,Eirena Vondracek,Active,26-0729947,Worker,01/07/2016,Leonard Douch,84-3741699
Picking,EVN,Jacinthe Gabbitis,Active,28-2424694,Worker,12/19/2002,Leonard Douch,84-3741699
Picking,EVN,Ernest Schwander,Active,29-7862589,Worker,09/05/2005,Shandeigh Polack,31-9641505
Picking,EVN,Kellia Harlin,Active,29-8198713,Worker,04/06/2007,Whitney Henker,79-2991762
Picking,EVN,Art Castellani,Active,32-9208004,Worker,05/07/2004,Whitney Henker,79-2991762
Picking,EVN,Gard Hector,Active,37-4638366,Worker,08/01/2005,Leonard Douch,84-3741699
Picking,EVN,Sonni Stoter,Active,41-4939713,Worker,01/30/2010,Whitney Henker,79-2991762
Picking,EVN,Shalne Guerriero,Active,43-7615969,Worker,09/29/2003,Whitney Henker,79-2991762
Picking,EVN,Violetta Harmeston,Active,51-0546623,Worker,10/06/2014,Leonard Douch,84-3741699
Picking,EVN,Violetta Foard,Active,59-2341773,Worker,10/20/2004,Shandeigh Polack,31-9641505
Picking,EVN,Vania Blacksell,Active,62-2722121,Worker,05/02/2016,Shandeigh Polack,31-9641505
Picking,EVN,Fabiano Mallender,Active,72-8829772,Worker,08/18/2013,Leonard Douch,84-3741699
Picking,EVN,Virgina Morling,Active,78-3378161,Worker,10/22/2006,Shandeigh Polack,31-9641505
Picking,EVN,Rosella Vodden,Active,79-4870551,Worker,04/26/2005,Whitney Henker,79-2991762
Picking,EVN,Dotti Beentjes,Active,80-3178519,Worker,01/19/2007,Whitney Henker,79-2991762
Picking,EVN,Bordie Gornal,Active,80-8308273,Worker,10/31/2005,Shandeigh Polack,31-9641505
Picking,EVN,Salli Venney,Active,84-4703274,Worker,09/25/2011,Leonard Douch,84-3741699
Picking,EVN,Auria Garvill,Active,84-7985094,Worker,11/27/2004,Whitney Henker,79-2991762
Picking,EVN,Wallie Goodacre,Active,84-9493350,Worker,06/27/2008,Shandeigh Polack,31-9641505
Picking,EVN,Pat Nation,Active,85-9508547,Worker,05/05/2005,Leonard Douch,84-3741699
Picking,EVN,Rowney Fake,Active,86-9195967,Worker,06/05/2013,Shandeigh Polack,31-9641505
Picking,EVN,Emmye Skirving,Active,87-1686893,Worker,02/16/2004,Whitney Henker,79-2991762
Picking,EVN,Clara Youel,Active,88-2102953,Worker,12/25/2015,Shandeigh Polack,31-9641505
Picking,EVN,Meghann Blaylock,Active,90-2980463,Worker,01/06/2006,Leonard Douch,84-3741699
Receiving,DAY,Agata Castenda,Active,89-3399588,Manager,10/29/2002,,
Receiving,DAY,Godwin Treeby,Active,44-6020805,Supervisor,08/04/2002,Agata Castenda,89-3399588
Receiving,DAY,Petronia Chancellor,Active,56-8850029,Supervisor,05/28/2005,Agata Castenda,89-3399588
Receiving,DAY,Charin Praill,Active,61-4275996,Supervisor,07/16/2007,Agata Castenda,89-3399588
Receiving,DAY,Ophelia Clubb,Active,01-2619232,Worker,03/05/2017,Godwin Treeby,44-6020805
Receiving,DAY,Sibeal Caghy,Active,07-6291948,Worker,07/29/2012,Godwin Treeby,44-6020805
Receiving,DAY,Lindsay Huws,Active,07-9544680,Worker,08/05/2007,Godwin Treeby,44-6020805
Receiving,DAY,Heath Houliston,Active,08-4472741,Worker,05/02/2006,Petronia Chancellor,56-8850029
Receiving,DAY,Stevy Sanson,Active,13-1992565,Worker,03/26/2015,Charin Praill,61-4275996
Receiving,DAY,Augustine Nolleth,Active,17-0047296,Worker,12/29/2016,Godwin Treeby,44-6020805
Receiving,DAY,Gillan Pendred,Active,20-0034755,Worker,04/22/2016,Godwin Treeby,44-6020805
Receiving,DAY,Jenny Cisson,Active,28-0979584,Worker,05/30/2004,Petronia Chancellor,56-8850029
Receiving,DAY,Georges Auger,Active,34-4112756,Worker,01/10/2012,Charin Praill,61-4275996
Receiving,DAY,Lizette Jedrych,Active,36-3923839,Worker,08/24/2012,Petronia Chancellor,56-8850029
Receiving,DAY,Eryn Gierardi,Active,37-4450472,Worker,01/19/2004,Charin Praill,61-4275996
Receiving,DAY,Terrel Jaffa,Active,41-4334855,Worker,02/18/2013,Godwin Treeby,44-6020805
Receiving,DAY,Marchelle Painten,Active,42-1256548,Worker,09/28/2014,Charin Praill,61-4275996
Receiving,DAY,Nev Eymer,Active,42-6392661,Worker,04/11/2003,Petronia Chancellor,56-8850029
Receiving,DAY,Ingra Furneaux,Active,47-3480080,Worker,11/26/2008,Godwin Treeby,44-6020805
Receiving,DAY,Chad Collishaw,Active,49-9119925,Worker,08/01/2002,Petronia Chancellor,56-8850029
Receiving,DAY,Mercie Labba,Active,56-4195024,Worker,03/30/2009,Godwin Treeby,44-6020805
Receiving,DAY,Aime Zute,Active,57-1491490,Worker,01/16/2005,Godwin Treeby,44-6020805
Receiving,DAY,Brannon Meriet,Active,57-2305353,Worker,07/02/2007,Petronia Chancellor,56-8850029
Receiving,DAY,Fabien Gowland,Active,58-9982300,Worker,10/16/2006,Charin Praill,61-4275996
Receiving,DAY,Dedra Meadley,Active,60-0582971,Worker,06/13/2016,Godwin Treeby,44-6020805
Receiving,DAY,Bevan Waulker,Active,60-4440381,Worker,10/22/2013,Godwin Treeby,44-6020805
Receiving,DAY,Belita Huggens,Active,64-0899072,Worker,09/02/2003,Godwin Treeby,44-6020805
Receiving,DAY,Dimitry Eggleson,Active,64-4707517,Worker,05/30/2008,Charin Praill,61-4275996
Receiving,DAY,Sandra Tarren,Active,75-6920471,Worker,01/04/2009,Godwin Treeby,44-6020805
Receiving,DAY,Darleen Prawle,Active,75-7006508,Worker,10/18/2007,Charin Praill,61-4275996
Receiving,DAY,Israel Lampard,Active,78-2569374,Worker,10/08/2011,Petronia Chancellor,56-8850029
Receiving,DAY,Carri Collip,Active,88-0372462,Worker,10/18/2014,Charin Praill,61-4275996
Receiving,DAY,Doralynn Smiths,Active,93-3328340,Worker,09/21/2003,Godwin Treeby,44-6020805
Receiving,DAY,Leese Dovermann,Active,94-2941401,Worker,06/28/2006,Godwin Treeby,44-6020805
Receiving,AFT,Martino MacCulloch,Active,73-8021873,Manager,11/07/2005,,
Receiving,AFT,Vin Chetwind,Active,30-9368024,Supervisor,03/05/2005,Martino MacCulloch,73-8021873
Receiving,AFT,Nikita Kerswell,Active,57-2940999,Supervisor,10/17/2014,Martino MacCulloch,73-8021873
Receiving,AFT,Clemens Renforth,Active,61-2569094,Supervisor,06/30/2016,Martino MacCulloch,73-8021873
Receiving,AFT,Caril Abramamovh,Active,03-0659635,Worker,01/17/2015,Vin Chetwind,30-9368024
Receiving,AFT,Gustav Cornbell,Active,03-4137926,Worker,10/16/2003,Vin Chetwind,30-9368024
Receiving,AFT,Derron Brauner,Active,06-5550807,Worker,12/19/2015,Vin Chetwind,30-9368024
Receiving,AFT,Carlee Rudkin,Active,09-5569465,Worker,08/06/2010,Nikita Kerswell,57-2940999
Receiving,AFT,Jodi Hooke,Active,15-5145683,Worker,01/10/2013,Clemens Renforth,61-2569094
Receiving,AFT,Peirce Wallace,Active,19-0502141,Worker,01/02/2011,Clemens Renforth,61-2569094
Receiving,AFT,Sumner Trimmell,Active,20-5805452,Worker,04/10/2015,Nikita Kerswell,57-2940999
Receiving,AFT,Idelle Danell,Active,21-1280497,Worker,07/27/2003,Nikita Kerswell,57-2940999
Receiving,AFT,Vin Bucksey,Active,28-3325785,Worker,07/09/2016,Clemens Renforth,61-2569094
Receiving,AFT,Greg Penrose,Active,32-1906305,Worker,02/14/2014,Nikita Kerswell,57-2940999
Receiving,AFT,Chadd Brunicke,Active,32-8196404,Worker,06/19/2014,Vin Chetwind,30-9368024
Receiving,AFT,Zeb Stockoe,Active,41-3269013,Worker,06/26/2013,Nikita Kerswell,57-2940999
Receiving,AFT,Cassaundra Kringe,Active,44-4686921,Worker,02/27/2009,Clemens Renforth,61-2569094
Receiving,AFT,Nilson Cotherill,Active,44-5400788,Worker,07/16/2013,Clemens Renforth,61-2569094
Receiving,AFT,Matthiew Carrabot,Active,48-4220833,Worker,07/03/2016,Vin Chetwind,30-9368024
Receiving,AFT,Alfonse Lingard,Active,48-7127498,Worker,04/01/2012,Vin Chetwind,30-9368024
Receiving,AFT,Bernie Bener,Active,56-3127508,Worker,09/09/2009,Nikita Kerswell,57-2940999
Receiving,AFT,Torry Rany,Active,56-8376710,Worker,08/08/2009,Nikita Kerswell,57-2940999
Receiving,AFT,Lauren Pomery,Active,60-4133553,Worker,04/16/2010,Nikita Kerswell,57-2940999
Receiving,AFT,Mic Greenrde,Active,65-6131226,Worker,05/27/2002,Clemens Renforth,61-2569094
Receiving,AFT,Frasquito Belden,Active,65-7953836,Worker,02/02/2009,Nikita Kerswell,57-2940999
Receiving,AFT,Sibeal Govenlock,Active,81-4554679,Worker,12/18/2009,Vin Chetwind,30-9368024
Receiving,AFT,Reggie Eisak,Active,82-1114697,Worker,08/07/2011,Vin Chetwind,30-9368024
Receiving,AFT,Vincenz Bownde,Active,83-8780036,Worker,01/28/2004,Clemens Renforth,61-2569094
Receiving,AFT,Fulton Hamal,Active,85-5934422,Worker,06/20/2003,Nikita Kerswell,57-2940999
Receiving,AFT,Gunter Weems,Active,92-9032605,Worker,04/05/2007,Nikita Kerswell,57-2940999
Receiving,AFT,Wells Dalgarnocht,Active,93-1243064,Worker,02/07/2008,Nikita Kerswell,57-2940999
Receiving,AFT,Lodovico Honacker,Active,93-1773879,Worker,01/31/2006,Nikita Kerswell,57-2940999
Receiving,AFT,Fairfax McClory,Active,93-2313486,Worker,02/09/2010,Vin Chetwind,30-9368024
Receiving,AFT,Nikola Kerner,Active,99-3368437,Worker,08/08/2004,Vin Chetwind,30-9368024
Receiving,EVN,Rowen Hazard,Active,85-1655200,Manager,05/27/2010,,
Receiving,EVN,Lizabeth Blasing,Active,66-5234816,Supervisor,09/30/2004,Rowen Hazard,85-1655200
Receiving,EVN,Karlie MacCoveney,Active,85-8253806,Supervisor,12/07/2004,Rowen Hazard,85-1655200
Receiving,EVN,Jake Herety,Active,99-4148642,Supervisor,12/25/2014,Rowen Hazard,85-1655200
Receiving,EVN,Laurie Hurleston,Active,04-8791821,Worker,05/02/2011,Lizabeth Blasing,66-5234816
Receiving,EVN,Celinda Withinshaw,Active,05-0904465,Worker,04/19/2007,Lizabeth Blasing,66-5234816
Receiving,EVN,Kaylyn Hachard,Active,06-2897976,Worker,02/09/2013,Jake Herety,99-4148642
Receiving,EVN,Godart Graith,Active,06-3234253,Worker,11/14/2013,Lizabeth Blasing,66-5234816
Receiving,EVN,Keeley Della Scala,Active,15-3426616,Worker,05/17/2009,Jake Herety,99-4148642
Receiving,EVN,Nedi Cullity,Active,24-9906432,Worker,02/25/2016,Jake Herety,99-4148642
Receiving,EVN,Carrissa Lung,Active,26-3025123,Worker,04/02/2016,Lizabeth Blasing,66-5234816
Receiving,EVN,Darsey Pinckstone,Active,37-5328633,Worker,01/08/2010,Jake Herety,99-4148642
Receiving,EVN,Carissa Asbrey,Active,39-2846296,Worker,07/15/2013,Karlie MacCoveney,85-8253806
Receiving,EVN,Marybeth Hinckes,Active,41-1570380,Worker,11/01/2004,Lizabeth Blasing,66-5234816
Receiving,EVN,James Probetts,Active,53-0770740,Worker,06/23/2013,Karlie MacCoveney,85-8253806
Receiving,EVN,Tammy Arghent,Active,55-4244506,Worker,03/08/2016,Jake Herety,99-4148642
Receiving,EVN,Marlo Deans,Active,56-6130141,Worker,06/07/2004,Lizabeth Blasing,66-5234816
Receiving,EVN,Aloin Adshede,Active,59-6075756,Worker,04/26/2008,Lizabeth Blasing,66-5234816
Receiving,EVN,Whitney Pallent,Active,59-6575012,Worker,10/06/2004,Lizabeth Blasing,66-5234816
Receiving,EVN,Martin Whiterod,Active,62-6835956,Worker,08/28/2012,Jake Herety,99-4148642
Receiving,EVN,Mirabelle Cockill,Active,62-9647209,Worker,09/20/2003,Lizabeth Blasing,66-5234816
Receiving,EVN,Jeanine Ollerenshaw,Active,65-4541555,Worker,05/05/2002,Lizabeth Blasing,66-5234816
Receiving,EVN,Shae Harbottle,Active,65-9371927,Worker,06/14/2003,Karlie MacCoveney,85-8253806
Receiving,EVN,Garwin Hrinishin,Active,68-8280167,Worker,02/14/2011,Jake Herety,99-4148642
Receiving,EVN,Gaston Grubbe,Active,71-2740496,Worker,02/06/2016,Jake Herety,99-4148642
Receiving,EVN,Veriee Wreak,Active,80-6841550,Worker,06/07/2014,Karlie MacCoveney,85-8253806
Receiving,EVN,Evey Woodrooffe,Active,84-6394502,Worker,06/22/2007,Jake Herety,99-4148642
Receiving,EVN,Donielle Biskupiak,Active,86-8877778,Worker,08/24/2003,Jake Herety,99-4148642
Receiving,EVN,Hannis Stockall,Active,89-3240449,Worker,08/06/2010,Jake Herety,99-4148642
Receiving,EVN,Briana Birtwhistle,Active,90-2123195,Worker,08/16/2003,Lizabeth Blasing,66-5234816
Receiving,EVN,Jillane Lydiard,Active,92-2207907,Worker,11/18/2013,Karlie MacCoveney,85-8253806
Receiving,EVN,Brod Slyford,Active,94-9665962,Worker,03/27/2006,Jake Herety,99-4148642
Receiving,EVN,Alexio Fentem,Active,96-1213645,Worker,07/12/2010,Lizabeth Blasing,66-5234816
Receiving,EVN,Annemarie Hellcat,Active,99-8430062,Worker,08/05/2005,Karlie MacCoveney,85-8253806
Shipping,DAY,Evan Northill,Active,00-5006634,Manager,04/06/2012,,
Shipping,DAY,Curtice Minerdo,Active,54-5103939,Supervisor,11/06/2016,Evan Northill,00-5006634
Shipping,DAY,Delores Moodie,Active,70-5240440,Supervisor,12/30/2006,Evan Northill,00-5006634
Shipping,DAY,Xavier Deards,Active,84-2017090,Supervisor,04/14/2005,Evan Northill,00-5006634
Shipping,DAY,Gisela Gaythor,Active,03-7655481,Worker,09/23/2007,Curtice Minerdo,54-5103939
Shipping,DAY,Shelby Angrave,Active,04-9580170,Worker,01/25/2014,Xavier Deards,84-2017090
Shipping,DAY,Lester Barritt,Active,09-2710882,Worker,11/30/2014,Delores Moodie,70-5240440
Shipping,DAY,Nichol Orrick,Active,09-7115420,Worker,07/10/2009,Xavier Deards,84-2017090
Shipping,DAY,Trev Plitz,Active,10-4097008,Worker,07/29/2008,Xavier Deards,84-2017090
Shipping,DAY,Anissa Chatainier,Active,11-5123089,Worker,01/28/2012,Xavier Deards,84-2017090
Shipping,DAY,Jeannette Linny,Active,13-8737381,Worker,04/14/2017,Curtice Minerdo,54-5103939
Shipping,DAY,Ozzie Cassels,Active,15-3173640,Worker,11/28/2013,Xavier Deards,84-2017090
Shipping,DAY,Ches Finding,Active,25-3758068,Worker,01/10/2016,Delores Moodie,70-5240440
Shipping,DAY,Kalindi Rotham,Active,26-8747182,Worker,10/06/2003,Xavier Deards,84-2017090
Shipping,DAY,Richard Gillivrie,Active,30-4849336,Worker,08/28/2014,Delores Moodie,70-5240440
Shipping,DAY,Symon Tenby,Active,31-5012641,Worker,06/26/2014,Delores Moodie,70-5240440
Shipping,DAY,Delbert Upton,Active,32-3180274,Worker,11/17/2010,Curtice Minerdo,54-5103939
Shipping,DAY,Paul Jirieck,Active,34-0338816,Worker,09/04/2007,Delores Moodie,70-5240440
Shipping,DAY,Tove Symondson,Active,36-7655884,Worker,08/11/2002,Delores Moodie,70-5240440
Shipping,DAY,Julina Tullot,Active,37-6644654,Worker,12/21/2009,Curtice Minerdo,54-5103939
Shipping,DAY,Cordi Garci,Active,45-0787418,Worker,09/14/2010,Delores Moodie,70-5240440
Shipping,DAY,Tammie Rosenbarg,Active,53-3381014,Worker,03/06/2005,Xavier Deards,84-2017090
Shipping,DAY,Shannan Chaffey,Active,55-8821912,Worker,04/04/2003,Curtice Minerdo,54-5103939
Shipping,DAY,Gothart Lathaye,Active,58-8571038,Worker,10/14/2010,Delores Moodie,70-5240440
Shipping,DAY,Jarrid Bollins,Active,61-1776440,Worker,07/04/2014,Delores Moodie,70-5240440
Shipping,DAY,Valry Tatnell,Active,63-1927710,Worker,07/20/2007,Delores Moodie,70-5240440
Shipping,DAY,Alexio Bevens,Active,63-6421338,Worker,03/12/2014,Curtice Minerdo,54-5103939
Shipping,DAY,Chandal Garwill,Active,70-3996295,Worker,08/18/2007,Xavier Deards,84-2017090
Shipping,DAY,Ginevra Helversen,Active,73-3720960,Worker,01/14/2016,Xavier Deards,84-2017090
Shipping,DAY,Kristofer Risborough,Active,81-1102474,Worker,01/14/2012,Curtice Minerdo,54-5103939
Shipping,DAY,Torin Winfield,Active,82-0724662,Worker,03/12/2006,Xavier Deards,84-2017090
Shipping,DAY,Jefferson Hrinchishin,Active,88-2916686,Worker,04/12/2007,Xavier Deards,84-2017090
Shipping,DAY,Terrell Tindle,Active,89-4458287,Worker,05/17/2005,Xavier Deards,84-2017090
Shipping,DAY,Deidre Hoonahan,Active,95-6630172,Worker,09/26/2008,Curtice Minerdo,54-5103939
Shipping,AFT,Vaughn Weeds,Active,04-5233671,Manager,10/28/2005,,
Shipping,AFT,Forrester Bryceson,Active,11-0783484,Supervisor,04/13/2012,Vaughn Weeds,04-5233671
Shipping,AFT,Brear Hufton,Active,65-8091369,Supervisor,06/24/2002,Vaughn Weeds,04-5233671
Shipping,AFT,Cooper Beloe,Active,97-1150332,Supervisor,10/02/2014,Vaughn Weeds,04-5233671
Shipping,AFT,Lynn Rakestraw,Active,00-4762929,Worker,01/16/2003,Cooper Beloe,97-1150332
Shipping,AFT,Legra Pougher,Active,02-0324449,Worker,11/16/2007,Brear Hufton,65-8091369
Shipping,AFT,Glennis Whiteford,Active,03-3497708,Worker,05/08/2016,Brear Hufton,65-8091369
Shipping,AFT,Ginnie Dennitts,Active,04-4538045,Worker,05/21/2006,Brear Hufton,65-8091369
Shipping,AFT,Gretta Dosdill,Active,06-6856387,Worker,03/02/2012,Forrester Bryceson,11-0783484
Shipping,AFT,Bail Gallico,Active,07-2564031,Worker,01/11/2012,Brear Hufton,65-8091369
Shipping,AFT,Dennie Ferretti,Active,07-9108754,Worker,09/16/2004,Forrester Bryceson,11-0783484
Shipping,AFT,Hashim Landal,Active,13-1444419,Worker,05/16/2015,Brear Hufton,65-8091369
Shipping,AFT,Kirk Brigg,Active,13-2406680,Worker,04/16/2013,Brear Hufton,65-8091369
Shipping,AFT,Marie-jeanne Sanchis,Active,14-1244556,Worker,06/03/2002,Forrester Bryceson,11-0783484
Shipping,AFT,Shaine Abrashkin,Active,14-7128283,Worker,12/17/2010,Cooper Beloe,97-1150332
Shipping,AFT,Thain Fellini,Active,14-7428699,Worker,02/16/2015,Cooper Beloe,97-1150332
Shipping,AFT,Alvinia Bowld,Active,18-2159993,Worker,04/03/2011,Forrester Bryceson,11-0783484
Shipping,AFT,Lorne Kenwyn,Active,19-5011854,Worker,01/21/2017,Forrester Bryceson,11-0783484
Shipping,AFT,Evania Knowlson,Active,28-0739461,Worker,05/28/2012,Cooper Beloe,97-1150332
Shipping,AFT,Mei Sandall,Active,36-3222042,Worker,05/19/2016,Cooper Beloe,97-1150332
Shipping,AFT,Gabbi Crannage,Active,41-6907267,Worker,10/04/2009,Brear Hufton,65-8091369
Shipping,AFT,Christoffer Brevitt,Active,45-9980812,Worker,05/05/2015,Forrester Bryceson,11-0783484
Shipping,AFT,Baudoin Cirlos,Active,47-2424218,Worker,03/13/2011,Forrester Bryceson,11-0783484
Shipping,AFT,Nev Bewfield,Active,47-2555614,Worker,12/26/2007,Brear Hufton,65-8091369
Shipping,AFT,Templeton Petrou,Active,49-6997167,Worker,01/04/2006,Cooper Beloe,97-1150332
Shipping,AFT,Katuscha Newlove,Active,56-0312872,Worker,01/13/2010,Forrester Bryceson,11-0783484
Shipping,AFT,Dorette Brymner,Active,65-3296884,Worker,10/05/2012,Brear Hufton,65-8091369
